business_id,Yelping_age,review_count,coolness,fans,average_stars,useful
GPVHfoDjSOivqgIDjIOA-Q,6.336760925,47.01028278,121.933162,4.431876607,3.647532134,165.4781491
k1QpHAkzKTrFYfk6u--VgQ,8.799683294,131.0443389,343.0585907,16.17260491,3.872494062,491.1187648
xImiQIhC2ZBDEy7LhpQ4nQ,8,116.2803738,240.1892523,10.0864486,3.79203271,344.1261682
FirWX-Ep5203TsdiGgShKg,8.456716418,131.741791,296.7776119,14.05671642,3.841925373,436.8716418
tWiFat101ID5w_wgAPMXhA,8.50872093,132.6976744,434.372093,13.68459302,3.770203488,586.7456395
URa75T-A1QvjMUFNIPyukQ,7.19375,89.3875,179.375,8.4,3.988625,269.66875
y3otpml08iLWdX5RCrWnbA,7.09,93.22,130.39,5.46,3.7261,234.9
OD09pm-MzynigAvD5KoGPA,7.139442231,76.91035857,204.1653386,6.193227092,4.008784861,278.3067729
b5epWgPoVcXoMJdCCzFMUw,7.847262248,119.1642651,209.5590778,9.242074928,3.69815562,329.7636888
3U__XOTBFptjhBeHrPGqrg,7.270408163,71.99489796,71.38265306,3.658163265,4.03255102,120.2346939
oo-kGk1BEWpuDvSE4gfmgQ,6.822975518,90.24482109,141.8606403,8.15819209,3.879981168,220.1205273
OugQjN04sQNahWzYEdTExQ,8.992248062,141.3643411,160.3875969,8.395348837,3.806124031,281.751938
orypdwCu2oSEJv3YNTSAhw,6.755,67.855,146.65,4.425,3.81775,202.1
CUivTcULsu5MJIYYNVm1zw,8.776470588,108.1327731,226.5747899,11.57310924,3.830470588,339.7058824
PP9ZfC_JUufbrPRPHD7FJQ,6.588235294,91.82352941,182.9411765,14.61764706,3.516176471,260.1176471
whAwdYVty-jSNRhrYT2zHA,7.311068702,99.48155216,187.0184478,7.769720102,3.744382952,284.8861323
O2sEX86f6B4GROghjUkr0A,7.182142857,62.02142857,66.75357143,3.878571429,3.862392857,126.7
KMzVYFbDaYSZDYSczigOKQ,6.612903226,63.33870968,97.30645161,5.322580645,3.836612903,155.2419355
3oTVApC-eUzpGjrOVxIr5g,7.55787037,139.5694444,301.6782407,14.13657407,3.611921296,436.4166667
a4L-Fy0agN3RNM7O49bIHA,6.689189189,87.54954955,120.7792793,7.666666667,4.115585586,188.8018018
Jj8ubiwwuCR-rrhrrjcryw,8.281345566,115.0015291,306.5015291,11.74311927,3.79851682,425.6039755
vp77iQDlV1OkbjNhmD-R3Q,7.333333333,158,145.3333333,7,2.966666667,254
3sOS8wKatd_Uoa9VEJHhrw,7.101167315,133.5758755,304.7198444,11.80544747,3.77540856,433.9143969
9yESUcIVarhYEabIMj844Q,7.126198083,107.1677316,250.64377,10.35782748,3.88129393,349.8833866
fbQaKW0Lte0JQ_opbnjdKg,7.592326139,92.19784173,186.4352518,7.941247002,3.876714628,276.942446
B7G_2Hx8Rx8l6oQ6K3n5Uw,8.425675676,130.7635135,374.8175676,13.60135135,3.751486486,510.2162162
gQMAcDm8kv8ev7x2BshMwg,7.895306859,104.3598075,244.1251504,11.8856799,3.831070999,353.0625752
LcYrqMhUO_TITSXFk_SjJA,8.174825175,198.1398601,591.3566434,21.5034965,3.726993007,849.7412587
_mg5bYknpZgaWSfjQVmrJQ,7.143243243,101.5567568,279.4702703,9.208108108,3.714216216,368.7378378
u--jf3lS_04kmQNO4liAsQ,7.71942446,81.07913669,138.5323741,5.561151079,3.649136691,219.3956835
MVg8_dWzoCtGjBvWCatjjQ,7.530864198,135.4876543,335.8333333,11.45061728,3.625925926,469.9135802
4LPrdCK0L7GFF6vLP5cGTw,7.035928144,99.05389222,240.7125749,9.131736527,3.718383234,325.3233533
yuU0beBIjiacZVSY0tf4LA,6.829787234,129.212766,320.0106383,9.617021277,4.036595745,420.6914894
WXR0ND0KqbArMZDvFMA-bw,6.903157895,92.52210526,179.9494737,6.772631579,3.845936842,272.9810526
CElwRv4CtK56NljAuCwepw,7.534743202,115.265861,247.489426,8.634441088,3.730966767,361.510574
BOD0yRkakyxXzJmbVVAxSA,6.681017613,69.74951076,113.962818,6.199608611,3.819863014,179.778865
nwHd2MbIGz0SNG8GpFjekw,7.754475703,84.82352941,112.5626598,5.588235294,3.843452685,192.8721228
kImf4ivgHInr7kTTJWaVhg,7.909814324,97.66843501,261.061008,9.835543767,3.841618037,373.0371353
a_ai1uMhAqQSYaO_QNmnSw,6.284210526,68.02105263,61.44210526,5.368421053,3.558842105,122.7368421
BTf8sELl1TjovRc0f-tgJg,8.294372294,117.7099567,149.7878788,7.746753247,3.888874459,263.525974
EE_CKAAq7_oL7jfxmUKhuw,7.233766234,57.1038961,83.53896104,3.987012987,3.283961039,136.6688312
JzOp695tclcNCNMuBl7oxA,8.26129318,124.9995571,209.234721,10.36492471,3.885637733,321.5141718
poSV39UqEg-gpESXafS9-g,6.692307692,75.75213675,99.19373219,4.444444444,3.790683761,155.7464387
FTA0Gt1BQbuA0OPEfV1R6w,6.835616438,50.1369863,63.60273973,3.301369863,3.704931507,114.8219178
V4grJe-q0xBiU2PBrxk96Q,6.472972973,80.5472973,269.7162162,5.871621622,3.672027027,343.0540541
G9m4TMsKGnWbDavqlg6NXg,7.730769231,80.78205128,70.32051282,4.679487179,3.870384615,132.8205128
RtnTbhWYw4QjKhoTBV37OA,7.416410256,127.3651282,365.9723077,11.96410256,3.714523077,497.96
QVSYsRNfggg4WGOn9TtBzA,6.273504274,114.2051282,230.7094017,8.692307692,4.056495726,333.5555556
nEIWxj6m1gGWe1gi596Zvg,7.036585366,109.4512195,138.9512195,6.134146341,3.614146341,230.402439
n2tiSHECXkFv47aIkxvSDA,7.849529781,59.50783699,105.0282132,6.39184953,4.027774295,169.3354232
J07TDs6qnTIaxm48EL1cKQ,8.671416597,126.774518,301.2439229,12.34283319,3.855314334,435.729254
Mi5uhdFB9OJteXPd0_IKfw,7.475138122,82.34254144,281.8232044,10.64640884,3.660552486,367.3535912
CopCF0_RumhBLIIB7eNyxA,6.159090909,27.36363636,9.568181818,1.590909091,3.607727273,30.36363636
utIA0LyQmwP-9DRyxUe6qQ,7.393479909,94.12282032,213.313116,8.39954511,3.897338893,303.7194845
fOnpoMXToa5Qiyg95E6ENg,7.53313253,90.67168675,161.063253,6.18373494,3.76810241,249.2650602
IPKc85O4RdV3dC8Smff_SQ,6,58.04,33.66,2.9,3.827,87.34
WyeENX8AdrERdFZtVy7uzQ,7.711111111,97.33333333,149.8444444,10.46666667,3.713555556,267.5555556
Lm61pehc-oyqR6DBAAQNCg,7.203488372,101.9534884,185.2587209,9.450581395,3.84625,285.6424419
9d3xGYst3o4KhDwhF2dFMg,7.431818182,128.4393939,136.8787879,8.212121212,3.77530303,269.5
5eK_pgro9_LxPYDoRVJnEA,7.393125671,105.019334,236.8689581,11.39312567,3.973888292,339.0118153
1dX0u7zsjizDvatHEutHdQ,7.220588235,110.8676471,354.9191176,9.470588235,3.7075,484.125
c0exbGNQvCDJZLorPeYY7Q,7.326732673,103.2772277,154.7821782,9.346534653,3.993960396,236.4306931
ZOj56SAgGoFs6ymO-n672g,7.587412587,95.13986014,136.2447552,7.083916084,3.566013986,244.2727273
ml916FaOdF870Jrk0ZQETA,7.900793651,135.0019841,384.8511905,12.21825397,3.716765873,527.2142857
3KFWuiz8lla9SospgQn6Yg,7.780952381,149.8603175,387,16.56507937,3.917587302,533.5714286
-1UMR00eXtwaeh59pEiDjA,7.488038278,145.7942584,433.992823,17.64114833,3.640526316,582.7870813
YM-nYIHd99qUt9n62AxIAg,7.818181818,100.3478261,287.3636364,9.707509881,3.668656126,394.0711462
zLC9OtK3SKAW_g6SXijr4w,6.693877551,58.75510204,92.19387755,4.193877551,3.623673469,155
udrIB4tIAtZQOGAiukQ2Rg,7.633333333,171.6,222.5166667,12.9,3.74275,394.5583333
woP-omtF0PobX4JxXpZa7Q,7.198830409,81.23976608,82.09064327,4.166666667,3.754035088,153.8157895
E25-2ssHwsajyGtsllMXaA,8.004926108,129.6674877,319.8423645,9.034482759,3.667118227,451.3866995
LjTK9yifZBHgj2HZn8Znww,7.517730496,91.4751773,124.9148936,7.921985816,3.679148936,214.7375887
t6w--u6k-SZP2g0QvQIWuw,7.797468354,108.9324895,209.5527426,8.485232068,3.479198312,322.3164557
CKoDbOpF_CSyy6_lttqjKg,6.947521866,65.58017493,69.10787172,4.078717201,3.802682216,125.0379009
rxU6LyoSNK6Oc9IFhKFWHg,6.860759494,114.6708861,203.7974684,8.721518987,3.847658228,293.7088608
9d7N-I00hu-VkXFry4Da-g,7.724137931,147.7586207,163.887931,8.629310345,3.786724138,290.9396552
SkG_g2OXQENIojm0Gz6YJg,6.759322034,61.18644068,318.3288136,7.254237288,3.812271186,378.4881356
W537pidoTVQmn9x1GPpxgA,7.868951613,92.78427419,189.1169355,8.606854839,3.943145161,283.3165323
Dqzkdf0sz8lm9AFjfsDmIw,8.124338624,124.1375661,359.526455,12.4021164,3.711693122,501.3756614
QuybD_bJcAB2CHcpTfREYg,7.1712627,76.94775036,231.7866473,5.820029028,3.986777939,315.9129173
kacZeom987POja3RwNUJpA,6.927007299,39.65693431,47.97080292,3.02919708,3.298759124,86.2189781
4yIOZXIYJiQlkqW_MUtVgQ,8.059288538,125.7747036,388.3003953,11.53754941,3.719683794,530.0632411
JQYkVnUzS5vgFxZgCuW7ag,7.501618123,97.03559871,175.368932,8.150485437,3.962184466,264.5097087
_WvEXsx2eZ53lTWHlIx9kg,8.063829787,141.8314239,192.8396072,10.61865794,3.900949264,322.8805237
L2p0vO3fsS2LC6hhQo3CzA,7.364234778,94.49917718,177.1524959,7.593527153,3.855277016,263.1925398
QtxTLatcq133Pfnl90ZB9Q,7.709677419,142.0752688,313.9569892,16.58064516,4.048387097,456.2688172
urgviU4CGLGVLKTahwuzVg,7.434782609,81.04347826,73.69565217,6.391304348,3.010434783,151.9565217
qnn9E-e9orYf_wK37yLTYw,7.018552876,104.6011132,277.3432282,12.67532468,3.890185529,386.8998145
vg4ynLZ0yJ89pT4s_CEMzQ,6.173913043,140.9130435,175.6521739,8.391304348,3.582608696,289.0434783
KGqvUQQA4c9GJpi5-znsew,7.257142857,104.4,90.08571429,4.523809524,3.622666667,179.1619048
9zclqTtkncm_ayNJ58iJbg,7.421052632,92.21052632,179.1842105,7.842105263,3.841842105,295.6315789
0rjU_WK5HxoH1fIuEpTpcg,6.736389685,49.48137536,72.63896848,3.564469914,3.806590258,115.7048711
LiBnff-ZuzW16zIvZgFOfQ,6.844444444,68.39444444,104.8777778,4.883333333,3.667444444,180.0944444
5_MYcQWzKLiFYh0cUPrgNA,6.235294118,43.11764706,28.64705882,2.470588235,3.35,65.17647059
0TBTV3q6QXCn9vNhy3Xi2w,8.746887967,140.5497925,442.1721992,17.39004149,3.899771784,598.1970954
-Bdw-5H5C4AYSMGnAvmnzw,8.811912226,114.0047022,184.1222571,10.09874608,3.944169279,303.0783699
M95OX2nED7rjPxOURJtOCg,8.045454545,59.18181818,70.83636364,4.236363636,3.786545455,125.3636364
axZSFXdaJ0KE5auPwBllRQ,7.583783784,155.4756757,421.6108108,13.93513514,3.679513514,582.0432432
Ak08F6RqjHYmVCzweBbTrQ,8.40029985,108.7556222,185.988006,8.893553223,3.767616192,294.7196402
HGvNE87fvK5PwKMZBDkTbA,8.603351955,110.8589385,192.150838,9.446927374,3.881410615,303.5083799
oX7lSVsg4j7-SrSZVGWVnA,7.096354167,72.24739583,83.34895833,4.067708333,3.761770833,146
hXzoNgpkC86K_Jfg_zMHvA,6.27,62.02,60.97,3.55,4.0611,116.61
9gLFnkwRiSppOBu3Snxkgw,7.315068493,65.39726027,95.82191781,4.315068493,3.499863014,174.8082192
l0v1AdiwMIEP0zpcSmxm1Q,6.366071429,65.48214286,93.94642857,5.589285714,4.000982143,162.7142857
dThrFTK_bqo1woPvUgY70g,7.318493151,94.65753425,121.5205479,5.931506849,3.888732877,192.5547945
bI4emjU96ZvGQRTwxItd2w,6.944055944,78.11888112,137.4825175,9.013986014,3.822027972,214.006993
BBt-H2kcXYGumD0Ey84hQw,6.114754098,48.93442623,80.85245902,3.06557377,3.852459016,123.1147541
RdK6dhy4lOb2taNp-WrHjQ,7.954545455,144.1515152,281.3333333,11.6969697,3.780757576,444.4393939
hVC6E29dg5Rx4ADSxt3kTA,8.521212121,83.08484848,138.430303,7.56969697,3.764727273,228.5090909
mbV5FSZjiUViAdwcYRY0Rw,6.35483871,50.77419355,17.62903226,1.451612903,3.615322581,47.01612903
Xv4PTiQ_scrhC4oc5kf6aA,8.333333333,112.1266667,141.74,7.166666667,3.989,241.7266667
jsuUmIEefPjV__ads62Z5w,8.448425624,112.1834962,237.1335505,10.45711183,3.8869924,342.4473398
S6BixeT6xkktY3keKSyYrQ,7.7,105.7555556,305.0555556,13.62222222,3.524555556,437.4
pbZ2N1b7qxmzEWXtyZrk0Q,7.325581395,143.2790698,408.4883721,12.30232558,3.557674419,543.0930233
xhyzmAnZp2snpBklfcr3Sw,6.913253012,63.86024096,155.853012,5.925301205,3.956987952,211
YPavuOh2XsnRbLfl0DH2lQ,7.847767617,114.9962345,289.9908553,11.80096826,3.686320602,406.485745
D4xv7_wwYpZEZar4DwwYYQ,8.56133829,101.4163569,213.0669145,9.371747212,3.773977695,340
KkVkroVMA2rBLJz529nZVw,7.470588235,116.4705882,229.6470588,7.941176471,3.429411765,328.8235294
QMaaLfedGzNhHz6PZKAUkw,7.776,79.744,95.104,5.072,3.37232,167.824
PRbIMseOwPCCRv5C4SfTDQ,7.63963964,106.2882883,287.5276705,9.940797941,3.749369369,393.6782497
Z890syqhhoShqFnIyIu9EA,6.99078341,80.69124424,94.91705069,5.023041475,3.483732719,173.9170507
EVbEdWYLE9GDpVG97MGw-w,7.994219653,161.9393064,218.234104,10.90751445,3.681849711,376.9190751
UCqWJWovgeelP1OUI_L90w,8.416243655,121.3604061,256.2309645,11.18527919,3.813959391,383.8908629
Tp07u-0AOFRfQhtNpAXaQA,8.01754386,93.55087719,139.5087719,6.329824561,3.732245614,229.6947368
msPPUPKgPTlGXh2YrBAt-Q,7.593220339,178.8474576,307.9322034,12.55932203,3.557457627,473.1525424
hIgGkG1JnHX4xmVuOgegDw,7.841870824,90.79732739,250.0623608,8.195991091,3.902628062,345.9955457
AtSEe-B2mFmLFHBf4PLTrw,8.048076923,170.1410256,557.4294872,18.99358974,3.849455128,740.8685897
WzrMNz9eUF78RgZGDTS8xg,7.352941176,124.8588235,257.5470588,12.55882353,3.457823529,379.4529412
xZtKQ6AFLh9P7rfmjvVjhw,8.649895178,189.4129979,445.2389937,16.70649895,3.728679245,652.1006289
WOz66UuVsfc2K9GxzfDnGg,9.557777778,98.84222222,152.4177778,9.795555556,3.696533333,265.9333333
VwwwBUwayQOi6tc3ATeKlA,6.821428571,107.8928571,316.7928571,10.55,3.589357143,424.1142857
j0_DUr3vBXY-JP-b0bf93A,8.582491582,156.1414141,387.006734,17.08417508,3.941548822,544.3131313
P8IsTiHq5Hesa6UPL604ww,8.065710872,90.71684588,228.8566308,7.074074074,3.793357228,319.1780167
hH36Av7cncv499KS3kjcXg,7.633093525,103.1942446,183.9496403,8.762589928,3.66942446,286.0863309
1GoI8TV5ngDEqoTmDK6Iow,7.714285714,104.5285714,135.6619048,6.714285714,3.664857143,231.8761905
qQP2bCj8H8ddp9QG-zRZ-w,8.575163399,151.4705882,355.1176471,10.89542484,3.675555556,490.4444444
g-aAe8SqZlZTnN3oA8mNlw,7.694444444,116.9444444,149.8333333,6.361111111,3.345833333,242.0277778
cTZmf7B-4yciMc1WKiCVOA,7.398286938,83.43468951,152.3029979,8.068522484,3.990385439,231.6167024
vKKSF1_1JNnRMaoNPQb5Lw,6.514767932,72.34810127,216.221519,6.126582278,3.771012658,282.7489451
erpMXkhBRNAwfXYfqIaC6Q,6.277027027,89.40540541,399.7635135,14.93243243,4.036486486,487.8445946
lnJlOuHGNRoN2zW_a6Vb7g,6.739910314,94.25112108,122.058296,5.784753363,3.878071749,194.8026906
giCq1MmW-_S2tvNOAHvJcQ,7.407079646,127.1946903,210.699115,7.619469027,3.837522124,311.5044248
81e1OAYxYZt7XNdUFTKNwQ,7.230769231,116.5128205,108,5.871794872,3.461025641,223.2820513
najluTSbgZEpCdLIbpvnxQ,6.710982659,44.49132948,94.35260116,3.849710983,3.942543353,143.017341
ghpFh6XpH1TYZhjAGdx-xw,7.355102041,107.955102,226.3673469,8.697959184,3.704163265,324.9755102
_7u6Cdgoo65xqUNOuRX4Ew,7.569767442,97.76744186,162.4534884,10.73255814,3.806511628,258.5
TIMCeRsXpIPAy4qPWjuzqA,7.157894737,127.1929825,667.6315789,11.38596491,3.379298246,797
wyVYljjqF2SW3QiXHuVmbQ,6.43902439,104.0731707,159.8292683,6.56097561,3.502439024,290.4390244
8R_oemw4rNjJL6sd40O_oQ,9.097982709,115.0028818,209.8789625,11.72766571,3.775792507,329.8458213
kQbo5EmBXphXfLFddMqsug,8.583333333,178.6111111,780.5,21.69444444,3.881111111,1004.5
9vkVY5puIHRfKMgJB4LBnw,7.703804348,117.1956522,228.923913,7.385869565,3.730978261,340.2173913
LmjBZpQU7nJTIJZYRVO7Kg,6.829113924,80.9778481,107.5537975,5.294303797,3.597341772,173.7405063
piHJq_NDrOh5SYk3AyQVOg,7.606382979,109.3617021,240.6276596,12.15248227,3.775496454,347.2021277
02EYqwh47uVxOaOKrnx8SQ,8.163934426,122.6163934,381.2065574,15.34098361,3.724196721,505.2229508
6Z3lZEEIKv6opbyavmnGbA,8.252427184,122.0533981,199.7281553,10.91747573,3.707961165,327.868932
ALn_0f-Usn3n0a9WBcjhhg,8.775147929,135.0236686,246.3289941,13.96804734,3.789372781,380.4319527
QdvROupQvDDQIaHrTGNgKA,8.401898734,145.3164557,465.9778481,15.61075949,3.650031646,634.3291139
L6ZPG8lO1tMGmHimSjuEMg,6.762836186,90.71638142,131.3227384,7.024449878,3.902787286,202.1369193
91FlIjn-FabJYjJ819gwbQ,6.784090909,116.125,297.8636364,9.818181818,3.979375,403.9772727
JkzqS4JDOpoHrj534rzvAA,6.551094891,48.83941606,81.29562044,3.605839416,3.994635036,133.0839416
xGzKRIUAuqDrT9eYthGqKw,6.8125,92.4375,103.6375,6.7875,3.539375,191.25
IUacTdoWEWEODMVFlUOOlw,6.084745763,73.18644068,101.1355932,4.101694915,3.330508475,177.3050847
DgHXVoAZ4XzbcQMahuJCbw,7.428571429,149.9243697,523.5840336,12.92016807,3.707941176,672.0756303
W9NUdpRX7gLXHLM2-NeKeA,8.165540541,81.58108108,137.1283784,6.712837838,3.894459459,214.3412162
Hjfp1i2kVSyZCH5d-MC42g,6.903225806,105.5645161,924.6612903,25.33870968,3.909193548,1058.322581
iD-D6tIN7o17HIb8bbxuXQ,6.290322581,67.31182796,369.1290323,6.715053763,3.879731183,437.6129032
SKQU3a1CbX3mHxilRvM3GQ,6.823529412,83.64705882,757.2588235,15.04705882,4.109647059,856.3411765
k1c_bC3DK6mKg797vH1T8w,8.955257271,146.0346756,358.1051454,17.96644295,3.886588367,521.5973154
zfiSQ1dl3vTJ-og96eqXGA,6.733606557,75.00409836,392.6270492,6.282786885,3.753483607,480.6516393
jOJaJatp88cqnkVo8D8RJg,8.149193548,105.3447581,256.5887097,10.58064516,3.850504032,367.6471774
9MJDPVeLqAWLqdWF4Heqvg,8.328125,105.390625,145.53125,8.828125,3.73453125,258.984375
3C5Z9homtzkWHouH2BHXYQ,7.026902887,74.54396325,87.30511811,5.795931759,3.882545932,149.4645669
utoTa3Ngv_oSfB5TIMgN_Q,8.839122486,156.725777,368.6124314,16.20840951,3.773400366,541.1882998
