neighborhoods,cat,categories,review_count,name,city,checkin-info,longitude,latitude,state,business_id,stars
[],Sandwiches,"Fast Food, Sandwiches, Restaurants",9,Subway,Phoenix,"{""18-2"": 2, ""20-4"": 1, ""19-4"": 1, ""20-0"": 1, ""19-6"": 2, ""14-4"": 1, ""22-2"": 4, ""1-6"": 2, ""22-3"": 2, ""18-6"": 2, ""19-1"": 3, ""2-2"": 3, ""2-1"": 2, ""3-3"": 2, ""1-5"": 2, ""19-3"": 9, ""21-4"": 2, ""8-6"": 1, ""18-5"": 3, ""22-0"": 2, ""3-6"": 1, ""21-1"": 1, ""23-2"": 1, ""18-3"": 3, ""4-3"": 2, ""3-0"": 3, ""4-5"": 5, ""16-4"": 1, ""0-1"": 4, ""2-0"": 1, ""1-1"": 3, ""4-4"": 1, ""16-5"": 1, ""17-2"": 2, ""21-5"": 2, ""22-6"": 1, ""17-6"": 1, ""0-5"": 2, ""0-4"": 4, ""4-1"": 3, ""4-2"": 1, ""23-6"": 3, ""3-4"": 3, ""2-5"": 2, ""0-3"": 3, ""20-1"": 2, ""21-2"": 1, ""0-2"": 3, ""5-2"": 1, ""19-0"": 2, ""23-5"": 1, ""2-3"": 2, ""5-4"": 1, ""5-1"": 1, ""1-2"": 1, ""19-2"": 3, ""17-5"": 2, ""4-6"": 1, ""12-4"": 1, ""0-0"": 1, ""13-3"": 1, ""12-0"": 1, ""20-6"": 1, ""23-0"": 3, ""23-3"": 1, ""20-3"": 1, ""16-0"": 1, ""18-4"": 1, ""18-1"": 1}",-112.0823701,33.488639,AZ,8lyBCij_sojtwWAlB40n8w,3
[],Cafes,"Bakeries, Food, Sandwiches, Restaurants, Breakfast & Brunch, Cafes",131,Kneaders Bakery & Cafe,Glendale,"{""20-3"": 2, ""1-4"": 1, ""19-4"": 1, ""14-3"": 1, ""0-5"": 3, ""3-6"": 5, ""12-2"": 1, ""23-3"": 1, ""15-5"": 1, ""20-2"": 6, ""20-5"": 2, ""15-2"": 4, ""1-5"": 2, ""16-3"": 2, ""21-3"": 1, ""17-2"": 1, ""18-3"": 4, ""17-4"": 2, ""4-2"": 1, ""16-5"": 4, ""1-1"": 1, ""19-2"": 3, ""15-3"": 1, ""17-5"": 5, ""4-6"": 1, ""19-1"": 2, ""14-5"": 1, ""16-1"": 1, ""3-5"": 1, ""20-1"": 2, ""19-3"": 2, ""19-5"": 4, ""2-6"": 1, ""18-5"": 3, ""2-4"": 1, ""21-4"": 1, ""0-6"": 2, ""21-0"": 2, ""3-1"": 1, ""21-2"": 1, ""16-4"": 5, ""17-3"": 4, ""19-0"": 2, ""20-0"": 1, ""21-6"": 1, ""18-0"": 1, ""4-5"": 1, ""5-5"": 1, ""1-3"": 1, ""16-2"": 1, ""22-5"": 1, ""21-1"": 1, ""22-3"": 1, ""23-4"": 1, ""17-0"": 1, ""3-2"": 1, ""1-2"": 1}",-112.220821,33.6716175,AZ,8nmY2GC0HkwNKh84ytbxWg,3
[],Italian,"Pizza, Restaurants",67,Amelios Pizza & More,Phoenix,"{""23-0"": 1, ""4-2"": 1, ""6-4"": 1, ""6-6"": 2, ""20-3"": 1, ""0-3"": 3, ""1-3"": 1, ""2-5"": 4, ""23-1"": 1, ""12-3"": 1, ""1-2"": 2, ""3-0"": 1, ""2-2"": 2, ""22-0"": 1, ""2-0"": 2, ""3-2"": 1, ""22-4"": 1, ""5-5"": 1, ""1-5"": 2, ""0-1"": 1, ""0-6"": 1, ""7-1"": 1, ""20-5"": 1, ""23-5"": 1, ""0-4"": 1, ""20-2"": 1, ""1-0"": 1, ""19-6"": 1, ""1-4"": 1, ""1-6"": 1, ""3-1"": 2, ""0-5"": 1, ""3-6"": 1, ""4-5"": 1, ""19-2"": 1, ""21-2"": 1}",-112.0967708,33.640721,AZ,8oVyhkGvcFd_pXwvxOzOxQ,3
[],Japanese,"Restaurants, Korean, Sushi Bars, Japanese",54,Yogis Grill,Phoenix,"{""19-3"": 6, ""20-0"": 1, ""23-3"": 1, ""1-4"": 1, ""20-4"": 2, ""20-5"": 2, ""0-6"": 1, ""21-1"": 1, ""18-0"": 7, ""2-1"": 3, ""19-4"": 6, ""2-4"": 3, ""3-6"": 3, ""0-5"": 2, ""0-3"": 2, ""21-3"": 2, ""19-5"": 3, ""18-5"": 1, ""2-3"": 3, ""1-0"": 3, ""18-3"": 2, ""18-4"": 3, ""19-1"": 4, ""1-3"": 2, ""19-0"": 3, ""18-1"": 4, ""18-2"": 3, ""4-1"": 1, ""21-4"": 1, ""1-2"": 5, ""0-1"": 2, ""0-2"": 4, ""2-5"": 5, ""22-3"": 1, ""16-5"": 1, ""1-1"": 3, ""3-1"": 1, ""0-4"": 1, ""22-4"": 3, ""22-1"": 3, ""3-3"": 3, ""17-1"": 1, ""23-4"": 1, ""2-2"": 1, ""1-6"": 1, ""19-6"": 3, ""3-4"": 1, ""0-0"": 2, ""3-2"": 2, ""23-5"": 1, ""5-6"": 1, ""17-2"": 1, ""17-3"": 2, ""22-5"": 1, ""19-2"": 2, ""2-6"": 1, ""21-6"": 2, ""18-6"": 1, ""20-1"": 1}",-112.126527,33.581405,AZ,8PaMGALpL7FwwdUy7eK4ZA,3.5
[],Mexican,"Nightlife, Bars, Restaurants, Dive Bars, Mexican",195,Dos Gringos,Tempe,"{""1-4"": 26, ""2-5"": 25, ""22-6"": 8, ""1-3"": 9, ""1-2"": 21, ""5-5"": 9, ""5-6"": 8, ""2-1"": 4, ""4-3"": 4, ""4-6"": 5, ""3-1"": 6, ""23-0"": 4, ""0-5"": 19, ""0-0"": 9, ""2-6"": 12, ""6-6"": 6, ""19-6"": 5, ""20-5"": 16, ""1-6"": 13, ""21-5"": 12, ""22-5"": 10, ""4-0"": 5, ""6-0"": 3, ""1-0"": 7, ""3-0"": 3, ""5-2"": 7, ""21-4"": 8, ""1-5"": 18, ""19-0"": 5, ""23-4"": 12, ""23-2"": 11, ""19-5"": 10, ""23-5"": 8, ""2-3"": 8, ""3-2"": 10, ""21-6"": 9, ""2-0"": 6, ""18-6"": 7, ""5-1"": 4, ""20-3"": 5, ""0-2"": 14, ""23-3"": 12, ""3-5"": 15, ""20-0"": 6, ""4-5"": 6, ""0-4"": 8, ""3-3"": 2, ""6-1"": 2, ""7-3"": 1, ""3-4"": 9, ""18-2"": 4, ""6-5"": 3, ""4-4"": 1, ""2-4"": 23, ""18-3"": 4, ""0-3"": 15, ""20-6"": 10, ""2-2"": 14, ""23-6"": 4, ""19-4"": 10, ""22-4"": 11, ""17-5"": 1, ""3-6"": 6, ""7-2"": 2, ""7-6"": 1, ""23-1"": 11, ""6-3"": 3, ""20-1"": 2, ""20-2"": 7, ""7-1"": 2, ""1-1"": 5, ""21-1"": 4, ""19-1"": 7, ""0-6"": 8, ""22-2"": 4, ""19-2"": 4, ""18-5"": 5, ""22-1"": 4, ""6-4"": 2, ""22-3"": 2, ""7-0"": 4, ""4-2"": 11, ""21-3"": 3, ""0-1"": 5, ""21-2"": 5, ""8-0"": 3, ""19-3"": 5, ""20-4"": 4, ""4-1"": 4, ""7-4"": 3, ""5-0"": 3, ""9-0"": 1, ""9-2"": 1, ""21-0"": 1, ""18-4"": 1, ""7-5"": 3, ""18-0"": 5, ""22-0"": 3, ""8-6"": 1, ""18-1"": 3, ""8-4"": 1, ""5-4"": 4, ""8-5"": 3}",-111.96368,33.3441506,AZ,8PBq-MHyLDrhkaTf72Foww,3
[],Mexican,"Sushi Bars, Mexican, Restaurants",9,El Snappy Mexican Food,Phoenix,"{""1-5"": 1, ""23-6"": 1, ""17-2"": 1, ""21-5"": 1, ""1-6"": 1, ""21-0"": 1, ""3-0"": 1, ""16-6"": 1, ""18-6"": 1, ""19-6"": 1, ""18-5"": 1}",-112.0737715,33.4141716,AZ,8QfDxSuHkXA-sv5wcfP4Zg,4
[],Sandwiches,"Sandwiches, Salad, Breakfast & Brunch, Restaurants",670,Over Easy,Phoenix,"{""15-5"": 54, ""17-0"": 34, ""18-5"": 105, ""17-2"": 24, ""15-4"": 33, ""17-6"": 124, ""15-6"": 60, ""16-4"": 25, ""16-6"": 92, ""19-6"": 81, ""14-6"": 22, ""17-3"": 34, ""17-5"": 92, ""15-3"": 17, ""16-5"": 74, ""0-6"": 1, ""19-5"": 56, ""18-6"": 102, ""15-2"": 15, ""16-2"": 25, ""15-0"": 22, ""16-0"": 31, ""16-1"": 22, ""14-5"": 27, ""17-1"": 13, ""17-4"": 50, ""18-4"": 25, ""18-0"": 23, ""16-3"": 20, ""14-4"": 13, ""21-5"": 6, ""18-3"": 15, ""19-1"": 8, ""20-5"": 23, ""14-2"": 5, ""13-6"": 3, ""18-2"": 22, ""14-3"": 8, ""19-0"": 17, ""20-6"": 33, ""20-0"": 1, ""20-2"": 3, ""14-0"": 9, ""15-1"": 12, ""20-1"": 3, ""19-4"": 18, ""20-3"": 2, ""13-4"": 3, ""14-1"": 8, ""13-5"": 5, ""3-1"": 1, ""19-3"": 7, ""1-6"": 1, ""19-2"": 9, ""18-1"": 6, ""4-2"": 2, ""23-6"": 1, ""13-0"": 2, ""13-2"": 1, ""2-2"": 1, ""13-1"": 2, ""2-5"": 1, ""20-4"": 3, ""13-3"": 1, ""21-4"": 1, ""23-5"": 1}",-111.979848,33.495514,AZ,8R_oemw4rNjJL6sd40O_oQ,3.5
[],Burgers,"Burgers, Fast Food, Restaurants",43,Rally's,Phoenix,"{""23-6"": 1, ""3-3"": 1, ""20-5"": 3, ""22-0"": 2, ""4-6"": 1, ""1-1"": 1, ""3-0"": 1, ""21-6"": 2, ""21-5"": 1, ""19-1"": 2, ""1-2"": 2, ""4-2"": 1, ""5-5"": 1, ""2-2"": 1, ""9-5"": 2, ""13-0"": 2, ""16-5"": 1, ""6-6"": 1, ""3-5"": 1, ""13-4"": 1, ""13-2"": 1, ""22-6"": 1, ""5-6"": 1, ""0-3"": 2, ""19-3"": 3, ""0-4"": 1, ""2-1"": 1, ""9-4"": 4, ""10-6"": 1, ""7-0"": 1, ""5-0"": 1, ""9-3"": 1, ""1-4"": 1, ""19-0"": 2, ""2-4"": 1, ""9-6"": 1, ""18-0"": 1, ""18-4"": 1, ""20-0"": 1, ""20-4"": 1, ""7-5"": 1, ""20-3"": 1, ""16-6"": 1, ""15-5"": 1, ""14-1"": 1, ""0-5"": 1, ""0-2"": 2, ""23-4"": 1, ""1-3"": 1, ""14-0"": 1, ""0-1"": 1, ""13-1"": 1, ""19-4"": 1}",-112.0908304,33.5091439,AZ,8reRvd7xjNMNizvbMsPvMg,2.5
[],Sandwiches,"Breakfast & Brunch, Food, Sandwiches, Salad, Restaurants, American (New), Coffee & Tea",339,Morning Glory Cafe,Phoenix,"{""16-5"": 53, ""18-5"": 69, ""19-6"": 53, ""15-3"": 3, ""16-6"": 53, ""14-4"": 2, ""15-4"": 7, ""15-2"": 8, ""16-4"": 16, ""17-6"": 86, ""18-6"": 72, ""20-6"": 13, ""17-1"": 20, ""19-2"": 1, ""16-3"": 12, ""14-5"": 1, ""19-5"": 40, ""17-5"": 69, ""20-5"": 12, ""15-5"": 27, ""18-2"": 3, ""21-6"": 2, ""18-4"": 9, ""16-2"": 15, ""16-1"": 5, ""15-1"": 12, ""15-6"": 24, ""18-1"": 2, ""17-4"": 17, ""20-4"": 2, ""17-2"": 6, ""17-3"": 9, ""21-5"": 3, ""23-6"": 1, ""16-0"": 1, ""23-5"": 1, ""14-6"": 2, ""13-2"": 1, ""14-3"": 2, ""14-1"": 1, ""13-1"": 1, ""14-2"": 2, ""13-6"": 1, ""7-6"": 1, ""22-0"": 1, ""0-1"": 1, ""2-5"": 1, ""18-3"": 2, ""19-3"": 1, ""22-5"": 1, ""0-0"": 1}",-112.016538,33.3911324,AZ,8rlTOw0IA1TENURMBJpaXw,4
[],Mexican,"Restaurants, Mexican, Tacos",159,Don Jose Mexican Food,Phoenix,"{""19-0"": 11, ""23-5"": 10, ""0-4"": 21, ""21-6"": 19, ""23-4"": 5, ""0-2"": 6, ""20-4"": 16, ""2-2"": 16, ""19-5"": 18, ""0-6"": 16, ""1-5"": 28, ""2-0"": 11, ""2-4"": 11, ""4-6"": 5, ""4-1"": 1, ""1-2"": 13, ""18-1"": 8, ""4-4"": 3, ""2-6"": 12, ""19-2"": 9, ""23-6"": 6, ""1-1"": 17, ""20-3"": 5, ""20-6"": 14, ""21-0"": 1, ""19-1"": 14, ""1-6"": 17, ""21-2"": 3, ""19-6"": 10, ""1-4"": 22, ""1-0"": 30, ""18-5"": 10, ""22-2"": 6, ""21-5"": 12, ""1-3"": 17, ""5-4"": 1, ""23-2"": 10, ""3-2"": 5, ""2-5"": 30, ""18-4"": 12, ""20-5"": 12, ""18-2"": 6, ""18-3"": 10, ""2-3"": 22, ""3-5"": 7, ""19-4"": 17, ""3-6"": 8, ""18-0"": 7, ""0-1"": 7, ""0-0"": 5, ""21-4"": 10, ""0-3"": 17, ""0-5"": 13, ""23-0"": 3, ""22-0"": 6, ""2-1"": 12, ""4-5"": 2, ""22-5"": 9, ""4-2"": 3, ""19-3"": 6, ""23-3"": 8, ""6-2"": 2, ""20-0"": 7, ""3-3"": 8, ""23-1"": 9, ""22-4"": 10, ""22-6"": 5, ""18-6"": 5, ""21-3"": 2, ""4-3"": 2, ""21-1"": 5, ""22-3"": 2, ""22-1"": 5, ""3-1"": 3, ""20-1"": 5, ""20-2"": 4, ""17-5"": 1, ""17-2"": 1, ""5-5"": 1, ""17-0"": 1, ""3-0"": 2, ""3-4"": 3, ""6-3"": 1, ""17-4"": 1}",-112.000688,33.480666,AZ,8Syk4yZRivDlVUdXxIPutQ,4
[],Burgers,"Burgers, Fast Food, Restaurants",8,Burger King,Glendale,"{""0-0"": 1, ""16-6"": 1, ""17-0"": 1, ""1-1"": 2, ""19-4"": 2, ""2-6"": 1, ""0-4"": 1, ""18-5"": 1, ""0-2"": 1, ""13-4"": 1, ""18-6"": 1, ""22-6"": 1, ""18-2"": 1, ""17-4"": 2, ""1-3"": 4, ""2-5"": 2, ""14-3"": 2, ""16-0"": 1, ""2-2"": 1, ""16-1"": 2, ""15-4"": 2, ""1-6"": 1, ""20-5"": 1, ""21-3"": 1, ""2-4"": 1, ""20-2"": 1, ""5-4"": 1, ""21-5"": 1, ""4-6"": 1}",-112.2669496,33.5089429,AZ,8tKd_PdemW5A-6dCbZw9PA,2
[],American,"Nightlife, Restaurants, Lounges, American (New), Cocktail Bars, Bars",69,The Glass House,Glendale,"{""5-4"": 2, ""3-3"": 2, ""3-5"": 3, ""23-5"": 2, ""18-5"": 1, ""5-6"": 1, ""4-2"": 2, ""5-2"": 1, ""4-3"": 3, ""2-6"": 1, ""22-3"": 1, ""1-5"": 5, ""6-0"": 1, ""4-5"": 3, ""2-2"": 3, ""3-2"": 1, ""23-4"": 1, ""2-3"": 2, ""1-4"": 2, ""20-5"": 2, ""6-3"": 3, ""3-0"": 2, ""4-4"": 1, ""15-6"": 1, ""23-3"": 1, ""2-5"": 3, ""7-0"": 1, ""1-6"": 2, ""21-0"": 2, ""0-5"": 1, ""7-6"": 1, ""0-2"": 1, ""1-0"": 2, ""3-6"": 3, ""1-1"": 1, ""7-5"": 3, ""0-4"": 2, ""8-3"": 2, ""0-1"": 1, ""22-5"": 1, ""9-6"": 1, ""22-0"": 2, ""6-1"": 1, ""10-5"": 1, ""23-6"": 2, ""20-6"": 2, ""17-5"": 1, ""20-4"": 3, ""19-4"": 2, ""18-4"": 1, ""18-0"": 1, ""19-5"": 1, ""4-1"": 1, ""8-1"": 1, ""0-6"": 3, ""5-5"": 1, ""5-1"": 1, ""22-1"": 1}",-112.1709188,33.5533622,AZ,8TvNMNiKtXNp58ZZIpSvlQ,3.5
[],Barbeque,"Caterers, Event Planning & Services, Barbeque, Food Delivery Services, Food, Venues & Event Spaces, Party & Event Planning, Restaurants, Wedding Planning",26,The BBQ Daddy Catering,Phoenix,{},-112.0735323,33.4417221,AZ,8UlyXCkYJEEreWsWPFEJbw,4.5
[],American,"American (Traditional), Chicken Wings, Restaurants",178,ATL Wings,Glendale,"{""20-4"": 2, ""3-6"": 3, ""1-1"": 3, ""19-5"": 4, ""19-3"": 4, ""23-5"": 2, ""19-1"": 2, ""2-3"": 4, ""0-0"": 1, ""19-0"": 1, ""21-0"": 3, ""22-5"": 2, ""3-1"": 3, ""21-4"": 3, ""22-6"": 3, ""1-4"": 4, ""23-4"": 1, ""21-5"": 3, ""20-6"": 3, ""2-4"": 4, ""2-5"": 2, ""1-3"": 3, ""3-2"": 9, ""19-2"": 3, ""19-4"": 3, ""3-5"": 4, ""22-2"": 2, ""3-3"": 4, ""1-6"": 4, ""0-6"": 1, ""0-2"": 3, ""20-2"": 3, ""2-1"": 3, ""18-4"": 3, ""1-5"": 2, ""3-4"": 2, ""5-1"": 1, ""1-2"": 3, ""20-0"": 2, ""2-2"": 5, ""23-1"": 1, ""0-1"": 2, ""21-3"": 2, ""0-4"": 1, ""21-6"": 3, ""3-0"": 1, ""18-0"": 1, ""0-5"": 1, ""22-3"": 2, ""23-3"": 1, ""20-1"": 2, ""20-5"": 1, ""23-6"": 1, ""18-3"": 2, ""18-5"": 1, ""18-1"": 2, ""21-2"": 3, ""5-5"": 1, ""19-6"": 2, ""23-0"": 2, ""17-1"": 1, ""4-6"": 1, ""22-0"": 1, ""18-6"": 2, ""2-6"": 1, ""17-6"": 1, ""0-3"": 1}",-112.1692931,33.554001,AZ,8v7V-gBgUf_J9ZmJDnvC2Q,4
[],American,"Comfort Food, Restaurants, American (Traditional), Barbeque",32,Boston Market,Phoenix,"{""23-6"": 2, ""20-3"": 2, ""1-4"": 3, ""5-1"": 2, ""1-2"": 3, ""18-6"": 1, ""20-1"": 2, ""19-2"": 5, ""5-2"": 2, ""20-5"": 3, ""19-0"": 6, ""19-1"": 8, ""19-5"": 3, ""0-4"": 1, ""23-0"": 1, ""0-3"": 2, ""1-6"": 2, ""0-2"": 3, ""18-3"": 11, ""20-6"": 5, ""2-4"": 4, ""17-3"": 1, ""21-6"": 1, ""18-2"": 2, ""19-3"": 3, ""0-1"": 1, ""2-0"": 1, ""2-2"": 5, ""23-2"": 1, ""16-5"": 1, ""18-1"": 2, ""0-5"": 1, ""21-0"": 2, ""1-0"": 1, ""20-2"": 1, ""19-6"": 1, ""20-4"": 1, ""3-6"": 1, ""0-6"": 1, ""1-1"": 1, ""3-0"": 1, ""19-4"": 2, ""18-0"": 1, ""15-3"": 1, ""22-2"": 1, ""3-2"": 2, ""4-4"": 2, ""1-5"": 2, ""23-3"": 1, ""2-3"": 2, ""2-6"": 1, ""22-0"": 1, ""1-3"": 1}",-111.9828733,33.3202518,AZ,8vA1d9_w4hBjOcrM7mNWFg,3.5
[],Mexican,"Restaurants, Mexican",26,Birrieria Obregon,Phoenix,"{""18-2"": 1, ""21-3"": 2, ""21-0"": 1, ""19-3"": 2, ""17-5"": 1, ""18-5"": 2, ""20-5"": 1, ""22-2"": 2, ""16-3"": 1, ""18-0"": 1, ""19-5"": 2, ""19-6"": 1, ""22-1"": 1, ""14-6"": 1, ""20-6"": 1, ""2-5"": 1, ""21-2"": 1, ""23-3"": 1, ""13-2"": 1, ""14-2"": 1, ""19-0"": 1, ""18-4"": 1, ""17-4"": 1, ""17-2"": 1, ""17-1"": 1, ""15-2"": 1}",-112.1279549,33.4515724,AZ,8WwGP-B3Zxh_03FxZ3gC-g,4.5
[],American,"American (New), Beer Gardens, Restaurants, Bars, Nightlife, Cocktail Bars, American (Traditional)",134,The Yard at Farmer Arts District,Tempe,"{""6-3"": 1, ""2-4"": 29, ""4-4"": 16, ""1-6"": 38, ""2-6"": 36, ""5-6"": 34, ""22-1"": 4, ""2-2"": 9, ""21-2"": 1, ""1-3"": 30, ""18-4"": 5, ""20-5"": 19, ""21-5"": 19, ""22-5"": 31, ""20-6"": 16, ""21-6"": 19, ""23-6"": 14, ""0-0"": 6, ""2-0"": 15, ""4-2"": 6, ""0-3"": 15, ""2-3"": 14, ""3-3"": 13, ""21-4"": 6, ""6-5"": 10, ""23-5"": 29, ""3-6"": 46, ""4-6"": 40, ""6-6"": 15, ""7-6"": 10, ""18-6"": 16, ""22-6"": 18, ""0-2"": 19, ""20-2"": 6, ""20-4"": 11, ""22-4"": 9, ""0-5"": 32, ""4-5"": 28, ""18-5"": 11, ""0-6"": 25, ""0-1"": 8, ""1-1"": 21, ""3-2"": 3, ""18-3"": 7, ""19-3"": 7, ""5-5"": 23, ""4-3"": 7, ""2-5"": 49, ""21-1"": 3, ""23-1"": 6, ""20-3"": 2, ""19-6"": 13, ""5-1"": 1, ""1-4"": 26, ""1-5"": 49, ""0-4"": 14, ""19-0"": 5, ""3-1"": 7, ""6-4"": 2, ""3-5"": 26, ""19-5"": 12, ""2-1"": 16, ""19-1"": 4, ""1-2"": 10, ""22-3"": 5, ""3-4"": 16, ""3-0"": 7, ""5-2"": 6, ""22-2"": 7, ""8-6"": 2, ""19-4"": 5, ""6-2"": 1, ""23-4"": 13, ""17-6"": 2, ""22-0"": 3, ""17-5"": 6, ""18-1"": 3, ""7-5"": 7, ""4-0"": 5, ""23-2"": 11, ""18-2"": 4, ""18-0"": 1, ""20-0"": 3, ""19-2"": 6, ""5-3"": 2, ""1-0"": 5, ""4-1"": 5, ""5-4"": 1, ""21-3"": 2, ""17-0"": 1, ""5-0"": 1, ""21-0"": 2, ""23-3"": 7, ""7-4"": 1, ""23-0"": 1, ""15-1"": 1}",-111.9441233,33.42871573,AZ,8XFDd4uX-g5B4JJzIahPHg,4
[],Mexican,"Restaurants, Nightlife, Bars, Mexican",33,Clamatos La Cruda,Phoenix,"{""1-6"": 1, ""19-6"": 2, ""5-4"": 1, ""23-1"": 1, ""2-0"": 1, ""7-1"": 1, ""23-2"": 1, ""1-3"": 1, ""19-5"": 1, ""0-5"": 1, ""19-4"": 1, ""21-1"": 1, ""0-0"": 3, ""1-5"": 1, ""3-5"": 2, ""1-0"": 2, ""23-5"": 1, ""0-6"": 2, ""20-5"": 2, ""2-6"": 1, ""14-4"": 1, ""2-2"": 1}",-112.0133571,33.47962993,AZ,8XNpKETQcSLUPAROULyrOg,3.5
[],Italian,"Pizza, Restaurants, Italian",190,Red Devil Italian Restaurant & Pizzeria,Phoenix,"{""4-0"": 1, ""1-0"": 14, ""2-3"": 5, ""1-4"": 14, ""20-6"": 5, ""2-2"": 4, ""19-4"": 4, ""2-6"": 16, ""4-5"": 8, ""1-1"": 10, ""2-1"": 11, ""5-5"": 3, ""2-5"": 27, ""1-2"": 5, ""0-1"": 5, ""3-1"": 4, ""1-5"": 19, ""6-6"": 1, ""4-6"": 4, ""3-2"": 2, ""3-3"": 2, ""1-6"": 15, ""0-6"": 11, ""19-6"": 2, ""4-4"": 7, ""20-0"": 6, ""21-4"": 2, ""3-5"": 101, ""17-5"": 1, ""1-3"": 7, ""4-2"": 2, ""0-0"": 10, ""20-2"": 2, ""0-5"": 8, ""2-4"": 16, ""19-1"": 2, ""22-6"": 5, ""21-6"": 5, ""0-4"": 6, ""3-0"": 4, ""22-3"": 2, ""14-3"": 1, ""21-5"": 6, ""23-5"": 4, ""20-4"": 3, ""23-1"": 5, ""3-4"": 6, ""3-6"": 7, ""20-5"": 3, ""19-5"": 5, ""23-0"": 2, ""23-4"": 4, ""22-5"": 5, ""6-3"": 1, ""18-5"": 1, ""19-2"": 2, ""2-0"": 5, ""0-2"": 5, ""17-1"": 1, ""5-6"": 2, ""22-4"": 1, ""22-0"": 1, ""19-3"": 1, ""23-3"": 1, ""23-2"": 1, ""21-1"": 1, ""18-4"": 1, ""20-1"": 3, ""5-4"": 1, ""18-0"": 1, ""23-6"": 2, ""6-2"": 1, ""4-3"": 1}",-112.0178752,33.6410244,AZ,8xyRFdmF_9boBaPx0jBhHQ,3.5
[],Japanese,"Restaurants, Japanese, Sushi Bars, Korean, Nightlife, Bars",456,"Ohya Sushi, Korean Kitchen & Bar",Glendale,"{""1-5"": 43, ""20-5"": 36, ""18-6"": 9, ""19-6"": 18, ""1-1"": 23, ""1-3"": 12, ""20-4"": 20, ""20-6"": 25, ""19-4"": 28, ""2-2"": 35, ""3-4"": 26, ""3-3"": 17, ""1-6"": 37, ""1-0"": 28, ""2-3"": 24, ""2-6"": 43, ""0-0"": 14, ""18-3"": 10, ""19-3"": 21, ""18-0"": 9, ""19-5"": 20, ""0-1"": 6, ""20-0"": 15, ""20-1"": 9, ""1-2"": 29, ""2-5"": 52, ""19-2"": 12, ""3-6"": 37, ""22-5"": 7, ""22-6"": 10, ""19-0"": 20, ""21-1"": 11, ""20-3"": 17, ""18-4"": 14, ""22-0"": 9, ""22-2"": 6, ""0-5"": 38, ""22-3"": 9, ""0-4"": 11, ""21-3"": 7, ""3-5"": 39, ""0-6"": 23, ""0-3"": 10, ""1-4"": 19, ""23-6"": 7, ""3-0"": 16, ""4-6"": 26, ""3-2"": 28, ""20-2"": 14, ""2-4"": 23, ""19-1"": 9, ""18-2"": 9, ""21-5"": 15, ""23-4"": 12, ""22-4"": 7, ""3-1"": 14, ""14-0"": 1, ""18-1"": 12, ""23-1"": 5, ""23-5"": 9, ""2-0"": 32, ""21-0"": 8, ""4-2"": 27, ""5-0"": 7, ""0-2"": 7, ""17-1"": 3, ""4-5"": 30, ""18-5"": 8, ""21-4"": 9, ""2-1"": 21, ""6-5"": 15, ""21-2"": 6, ""4-0"": 16, ""5-1"": 10, ""4-4"": 19, ""23-0"": 12, ""4-1"": 18, ""7-6"": 12, ""23-3"": 7, ""17-3"": 1, ""5-5"": 17, ""6-6"": 18, ""5-2"": 11, ""4-3"": 12, ""5-4"": 13, ""6-4"": 5, ""5-6"": 15, ""5-3"": 11, ""7-4"": 1, ""21-6"": 10, ""23-2"": 4, ""7-5"": 7, ""7-1"": 2, ""7-3"": 3, ""8-3"": 1, ""17-2"": 3, ""6-3"": 9, ""6-1"": 5, ""8-6"": 5, ""17-5"": 1, ""6-2"": 7, ""14-3"": 1, ""7-2"": 3, ""7-0"": 1, ""8-5"": 3, ""22-1"": 4, ""16-3"": 1, ""13-0"": 1, ""6-0"": 1, ""15-2"": 1, ""9-5"": 1}",-112.165568,33.6116508,AZ,8Y5p2IQMLX6QjGPzxanexg,3.5
